Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509061440,Central Pier,Northwest,7,10
202509061440,Chek Lap Kok,West,6,9
202509061440,Cheung Chau,Southeast,14,17
202509061440,Cheung Chau Beach,Southeast,10,20
202509061440,Green Island,South,16,21
202509061440,Hong Kong Sea School,East,6,12
202509061440,Kai Tak,Southeast,19,24
202509061440,King's Park,South,4,10
202509061440,Lamma Island,Southeast,13,18
202509061440,Lau Fau Shan,West,12,17
202509061440,Ngong Ping,East,10,15
202509061440,North Point,East,18,22
202509061440,Peng Chau,South,11,19
202509061440,Sai Kung,South,12,17
202509061440,Sha Chau,Variable,6,12
202509061440,Sha Tin,North,8,18
202509061440,Shek Kong,North,3,9
202509061440,Stanley,South,10,15
202509061440,Star Ferry,East,3,12
202509061440,Ta Kwu Ling,East,6,11
202509061440,Tai Mei Tuk,East,17,24
202509061440,Tai Po Kau,East,12,15
202509061440,Tap Mun,Southeast,24,29
202509061440,Tate's Cairn,N/A,12,18
202509061440,Tseung Kwan O,Northeast,10,19
202509061440,Tsing Yi,South,12,17
202509061440,Tuen Mun,South,10,17
202509061440,Waglan Island,East,18,22
202509061440,Wetland Park,Variable,1,7
202509061440,Wong Chuk Hang,Southeast,8,14
