Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509080800,Central Pier,Southeast,45,76
202509080800,Chek Lap Kok,Southeast,48,80
202509080800,Cheung Chau,Southeast,80,117
202509080800,Cheung Chau Beach,Southeast,39,77
202509080800,Green Island,Southeast,39,76
202509080800,Hong Kong Sea School,Variable,16,40
202509080800,Kai Tak,Southeast,60,86
202509080800,King's Park,Southeast,24,54
202509080800,Lamma Island,Southeast,55,87
202509080800,Lau Fau Shan,Southeast,32,55
202509080800,Ngong Ping,Variable,45,134
202509080800,North Point,East,14,30
202509080800,Peng Chau,Southeast,48,75
202509080800,Sai Kung,Southeast,55,73
202509080800,Sha Chau,Southeast,55,68
202509080800,Sha Tin,Southeast,26,59
202509080800,Shek Kong,East,19,60
202509080800,Stanley,South,68,94
202509080800,Star Ferry,East,49,73
202509080800,Ta Kwu Ling,Southeast,25,51
202509080800,Tai Mei Tuk,Southeast,45,68
202509080800,Tai Po Kau,Southeast,47,83
202509080800,Tap Mun,Southeast,80,98
202509080800,Tate's Cairn,N/A,58,95
202509080800,Tseung Kwan O,Southeast,26,64
202509080800,Tsing Yi,Southeast,24,51
202509080800,Tuen Mun,Southeast,32,71
202509080800,Waglan Island,Southeast,82,101
202509080800,Wetland Park,Southeast,19,46
202509080800,Wong Chuk Hang,East,33,66
