Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509071440,Central Pier,East,23,30
202509071440,Chek Lap Kok,East,28,40
202509071440,Cheung Chau,East,28,40
202509071440,Cheung Chau Beach,East,34,40
202509071440,Green Island,Northeast,24,30
202509071440,Hong Kong Sea School,East,24,39
202509071440,Kai Tak,East,13,31
202509071440,King's Park,East,13,25
202509071440,Lamma Island,East,23,35
202509071440,Lau Fau Shan,Southeast,10,19
202509071440,Ngong Ping,East,40,58
202509071440,North Point,East,16,22
202509071440,Peng Chau,East,26,32
202509071440,Sai Kung,East,16,24
202509071440,Sha Chau,East,19,29
202509071440,Sha Tin,North,4,12
202509071440,Shek Kong,Northeast,17,31
202509071440,Stanley,Southeast,19,30
202509071440,Star Ferry,East,12,21
202509071440,Ta Kwu Ling,East,13,23
202509071440,Tai Mei Tuk,Northeast,18,27
202509071440,Tai Po Kau,East,19,29
202509071440,Tap Mun,East,21,28
202509071440,Tate's Cairn,N/A,30,40
202509071440,Tseung Kwan O,Northeast,9,19
202509071440,Tsing Yi,Southeast,6,16
202509071440,Tuen Mun,Northeast,6,15
202509071440,Waglan Island,East,27,35
202509071440,Wetland Park,East,5,14
202509071440,Wong Chuk Hang,East,12,38
