Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509061610,Central Pier,East,15,18
202509061610,Chek Lap Kok,West,9,12
202509061610,Cheung Chau,Southeast,17,21
202509061610,Cheung Chau Beach,East,12,21
202509061610,Green Island,South,25,29
202509061610,Hong Kong Sea School,East,11,17
202509061610,Kai Tak,Southeast,19,23
202509061610,King's Park,Southeast,12,18
202509061610,Lamma Island,East,14,20
202509061610,Lau Fau Shan,West,15,19
202509061610,Ngong Ping,South,10,15
202509061610,North Point,East,15,22
202509061610,Peng Chau,South,9,17
202509061610,Sai Kung,South,12,17
202509061610,Sha Chau,Variable,5,9
202509061610,Sha Tin,East,6,15
202509061610,Shek Kong,East,10,17
202509061610,Stanley,Southeast,11,15
202509061610,Star Ferry,East,12,17
202509061610,Ta Kwu Ling,East,12,21
202509061610,Tai Mei Tuk,East,12,19
202509061610,Tai Po Kau,East,12,15
202509061610,Tap Mun,Southeast,21,26
202509061610,Tate's Cairn,N/A,10,16
202509061610,Tseung Kwan O,Northeast,9,15
202509061610,Tsing Yi,South,12,16
202509061610,Tuen Mun,Southeast,11,19
202509061610,Waglan Island,East,11,16
202509061610,Wetland Park,South,3,10
202509061610,Wong Chuk Hang,Southwest,5,15
