Date time,Automatic Weather Station,10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour)
202509060440,Central Pier,East,6,9
202509060440,Chek Lap Kok,East,7,9
202509060440,Cheung Chau,East,6,9
202509060440,Cheung Chau Beach,East,6,8
202509060440,Green Island,East,5,11
202509060440,Hong Kong Sea School,Northeast,6,10
202509060440,Kai Tak,East,6,10
202509060440,King's Park,East,5,10
202509060440,Lamma Island,Variable,1,3
202509060440,Lau Fau Shan,South,5,6
202509060440,Ngong Ping,Southeast,17,20
202509060440,North Point,East,8,11
202509060440,Peng Chau,Northwest,5,6
202509060440,Sai Kung,Calm,1,
202509060440,Sha Chau,East,6,8
202509060440,Sha Tin,Calm,0,
202509060440,Shek Kong,East,4,6
202509060440,Stanley,East,6,10
202509060440,Star Ferry,Variable,1,4
202509060440,Ta Kwu Ling,Calm,1,
202509060440,Tai Mei Tuk,Northeast,2,4
202509060440,Tai Po Kau,Southwest,3,6
202509060440,Tap Mun,Southwest,6,8
202509060440,Tate's Cairn,N/A,12,14
202509060440,Tseung Kwan O,Northwest,3,5
202509060440,Tsing Yi,Calm,1,
202509060440,Tuen Mun,Northeast,1,3
202509060440,Waglan Island,East,8,12
202509060440,Wetland Park,Calm,0,
202509060440,Wong Chuk Hang,Calm,2,
